human_symbol,incidence_n_mutations,incidence_n_altered_samples,incidence_n_profiled_samples,incidence_pct,is_cancer_gene,n_reference_profiled,n_case_profiled,n_reference_mutated,n_case_mutated,is_candidate,candidate_gene_symbols,candidate_gene_labels,candidate_groups,candidate_group,n_total_profiled,n_total_mutated,profile_denominator_matches_incidence,test_status,reference_prevalence_pct,case_prevalence_pct,prevalence_difference_pct,corrected_odds_ratio,corrected_log2_odds_ratio,odds_ratio,p_value,q_value_all_mutated_genes,n_fdr_tests,association_direction,is_significant_candidate,volcano_category,candidate_group_plot
TUBB8B,12,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF316,15,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF723,14,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF735,10,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
STARD9,52,31,147,21.1,No,115,32,13,18,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,11.304347826086957,56.25,44.94565217391305,9.687100893997446,3.276064967843355,9.859285603162373,4.0942796308413764e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZAN,63,31,147,21.1,No,115,32,13,18,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,11.304347826086957,56.25,44.94565217391305,9.687100893997446,3.276064967843355,9.859285603162373,4.0942796308413764e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF541,52,28,147,19,No,115,32,11,17,FALSE,NA,NA,NA,NA,147,28,TRUE,tested,9.565217391304348,53.125,43.559782608695656,10.259467040673211,3.358883882581961,10.454825005885935,4.332074779848012e-7,8.084861639399892e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PPFIA2,88,45,147,30.6,No,115,32,23,22,FALSE,NA,NA,NA,NA,147,45,TRUE,tested,20,68.75,48.75,8.434650455927052,3.076328282389589,8.632096875898764,4.3673625969100536e-7,8.084861639399892e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FAT3,194,66,147,44.9,No,115,32,39,27,FALSE,NA,NA,NA,NA,147,66,TRUE,tested,33.91304347826087,84.375,50.46195652173913,9.683544303797468,3.275535189402911,10.347795957078738,4.485601743446289e-7,8.221530641057199e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PCLO,305,71,147,48.3,Yes,115,32,43,28,FALSE,NA,NA,NA,NA,147,71,TRUE,tested,37.391304347826086,87.5,50.108695652173914,10.555555555555555,3.3999306068886352,11.530077625892192,5.116042385659932e-7,9.214101281383937e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FGD5,60,38,147,25.9,No,115,32,18,20,FALSE,NA,NA,NA,NA,147,38,TRUE,tested,15.652173913043478,62.5,46.84782608695652,8.643243243243242,3.1115727629640197,8.797778211235292,5.226235061286265e-7,9.214101281383937e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NCAM2,59,38,147,25.9,No,115,32,18,20,FALSE,NA,NA,NA,NA,147,38,TRUE,tested,15.652173913043478,62.5,46.84782608695652,8.643243243243242,3.1115727629640197,8.797778211235292,5.226235061286265e-7,9.214101281383937e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PCSK5,70,38,147,25.9,No,115,32,18,20,FALSE,NA,NA,NA,NA,147,38,TRUE,tested,15.652173913043478,62.5,46.84782608695652,8.643243243243242,3.1115727629640197,8.797778211235292,5.226235061286265e-7,9.214101281383937e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MYOM3,30,20,147,13.6,No,115,32,6,14,FALSE,NA,NA,NA,NA,147,20,TRUE,tested,5.217391304347826,43.75,38.53260869565217,13.203742203742204,3.7228749709587037,13.734380384587057,6.015600725379526e-7,1.040755146058185e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR4C6,23,20,147,13.6,No,115,32,6,14,FALSE,NA,NA,NA,NA,147,20,TRUE,tested,5.217391304347826,43.75,38.53260869565217,13.203742203742204,3.7228749709587037,13.734380384587057,6.015600725379526e-7,1.040755146058185e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
IRF2BP1,17,13,147,8.8,No,115,32,2,11,FALSE,NA,NA,NA,NA,147,13,TRUE,tested,1.7391304347826086,34.375,32.63586956521739,24.28372093023256,4.6019175937584675,28.565189794519732,6.265732178896643e-7,1.0739929082938395e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ANKRD36C,20,11,147,7.5,No,115,32,1,10,FALSE,NA,NA,NA,NA,147,11,TRUE,tested,0.8695652173913043,31.25,30.380434782608695,35.62222222222222,5.1547056138248735,49.902611224944145,6.382591252866101e-7,1.0741320843005205e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR10G6,11,11,147,7.5,No,115,32,1,10,FALSE,NA,NA,NA,NA,147,11,TRUE,tested,0.8695652173913043,31.25,30.380434782608695,35.62222222222222,5.1547056138248735,49.902611224944145,6.382591252866101e-7,1.0741320843005205e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ANKRD30B,91,42,147,28.6,No,115,32,21,21,FALSE,NA,NA,NA,NA,147,42,TRUE,tested,18.26086956521739,65.625,47.36413043478261,8.217391304347826,3.03868046816406,8.380875537225672,6.700855384689389e-7,1.1175336475799098e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SLC12A5,44,32,147,21.8,No,115,32,14,18,FALSE,NA,NA,NA,NA,147,32,TRUE,tested,12.173913043478262,56.25,44.076086956521735,8.931034482758621,3.158827292558982,9.072982969850889,8.300661172306862e-7,1.3719807109084341e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OTOG,47,29,147,19.7,No,115,32,12,17,TRUE,Otog,Otog / OTOG,Initiation (I),Initiation (I),147,29,TRUE,tested,10.434782608695652,53.125,42.690217391304344,9.348387096774193,3.224717474282692,9.506759332669422,9.2360156914198e-7,1.4930829598386658e-4,18512,Metastatic-associated,TRUE,Candidate: metastatic-associated,Initiation (I)
PCDHGA11,30,26,147,17.7,No,115,32,10,16,FALSE,NA,NA,NA,NA,147,26,TRUE,tested,8.695652173913043,50,41.30434782608695,10.047619047619047,3.328781765928425,10.249772976456656,9.275310089749707e-7,1.4930829598386658e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
WDR90,34,26,147,17.7,Yes,115,32,10,16,FALSE,NA,NA,NA,NA,147,26,TRUE,tested,8.695652173913043,50,41.30434782608695,10.047619047619047,3.328781765928425,10.249772976456656,9.275310089749707e-7,1.4930829598386658e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ADAMTSL1,66,39,147,26.5,No,115,32,19,20,FALSE,NA,NA,NA,NA,147,39,TRUE,tested,16.52173913043478,62.5,45.97826086956522,8.115897435897436,3.020750633249191,8.255351196685423,9.618408036431135e-7,1.5349652549173548e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
VCAN,125,50,147,34,No,115,32,27,23,FALSE,NA,NA,NA,NA,147,50,TRUE,tested,23.47826086956522,71.875,48.39673913043478,7.960765550239234,2.9929071747923897,8.181628496514138,9.716628389066779e-7,1.5373865362256772e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EHBP1L1,20,18,147,12.2,No,115,32,5,13,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,4.3478260869565215,40.625,36.27717391304348,13.909090909090908,3.7979562240553544,14.623097332470014,1.0457927687685444e-6,1.6406538758850247e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
LEPR,53,36,147,24.5,No,115,32,17,19,FALSE,NA,NA,NA,NA,147,36,TRUE,tested,14.782608695652174,59.375,44.59239130434783,8.13015873015873,3.0232835192101897,8.257693343846103,1.2916844558059515e-6,2.009383415620149e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
UNC80,114,51,147,34.7,No,115,32,28,23,FALSE,NA,NA,NA,NA,147,51,TRUE,tested,24.347826086956523,71.875,47.52717391304348,7.594644506001846,2.9249824359016388,7.803463121238976,1.4192608806670534e-6,2.1894464519090412e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
RYR2,307,80,147,54.4,No,115,32,51,29,FALSE,NA,NA,NA,NA,147,80,TRUE,tested,44.34782608695652,90.625,46.27717391304348,10.55617198335645,3.400014855544273,11.949947185396141,1.6898876082908638e-6,2.548223630659664e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ANKS1A,16,16,147,10.9,No,115,32,4,12,FALSE,NA,NA,NA,NA,147,16,TRUE,tested,3.4782608695652173,37.5,34.02173913043478,15.10840108401084,3.917279083634633,16.160508824331405,1.6931261158769373e-6,2.548223630659664e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MRC1,30,16,147,10.9,No,115,32,4,12,FALSE,NA,NA,NA,NA,147,16,TRUE,tested,3.4782608695652173,37.5,34.02173913043478,15.10840108401084,3.917279083634633,16.160508824331405,1.6931261158769373e-6,2.548223630659664e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PLIN4,40,30,147,20.4,No,115,32,13,17,FALSE,NA,NA,NA,NA,147,30,TRUE,tested,11.304347826086957,53.125,41.82065217391305,8.572281959378733,3.0996793039000687,8.702770945131615,1.8784954089636778e-6,2.804411855704484e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TDRD15,46,24,147,16.3,No,115,32,9,15,FALSE,NA,NA,NA,NA,147,24,TRUE,tested,7.826086956521739,46.875,39.04891304347826,9.929323308270677,3.3116954002241616,10.147168396111777,1.9022808081437583e-6,2.8172017856285803e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
RBM20,37,27,147,18.4,No,115,32,11,16,FALSE,NA,NA,NA,NA,147,27,TRUE,tested,9.565217391304348,50,40.434782608695656,9.08695652173913,3.18379717602387,9.243179962952755,1.996338643548301e-6,2.933033410267154e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CELSR3,58,44,147,29.9,No,115,32,23,21,FALSE,NA,NA,NA,NA,147,44,TRUE,tested,20,65.625,45.625,7.3589269195189635,2.8794954074837595,7.501571064978642,2.0344930343772194e-6,2.942385550968054e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KCNQ3,56,44,147,29.9,No,115,32,23,21,FALSE,NA,NA,NA,NA,147,44,TRUE,tested,20,65.625,45.625,7.3589269195189635,2.8794954074837595,7.501571064978642,2.0344930343772194e-6,2.942385550968054e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CACNA1E,103,52,147,35.4,No,115,32,29,23,FALSE,NA,NA,NA,NA,147,52,TRUE,tested,25.217391304347824,71.875,46.65760869565217,7.253345227475468,2.8586465165089354,7.454118822738235,2.1923495599981157e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FCGBP,112,52,147,35.4,No,115,32,29,23,FALSE,NA,NA,NA,NA,147,52,TRUE,tested,25.217391304347824,71.875,46.65760869565217,7.253345227475468,2.8586465165089354,7.454118822738235,2.1923495599981157e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MAP1A,82,52,147,35.4,No,115,32,29,23,FALSE,NA,NA,NA,NA,147,52,TRUE,tested,25.217391304347824,71.875,46.65760869565217,7.253345227475468,2.8586465165089354,7.454118822738235,2.1923495599981157e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ACTN3,9,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CIROP,10,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EIF2S3B,10,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ERVFRD-1,8,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KCNIP4,8,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KDM4F,8,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR52E5,11,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR5D3,11,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR6J1,8,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SCART1,13,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TAF11L14,10,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF697,10,8,147,5.4,No,115,32,0,8,FALSE,NA,NA,NA,NA,147,8,TRUE,tested,0,25,25,80.14285714285714,6.324502038551189,Inf,2.360988446548732e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CFTR,57,37,147,25.2,No,115,32,18,19,FALSE,NA,NA,NA,NA,147,37,TRUE,tested,15.652173913043478,59.375,43.72282608695652,7.612612612612613,2.928391664819441,7.72571001930985,2.3639575610932078e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
RBMXL3,64,37,147,25.2,No,115,32,18,19,FALSE,NA,NA,NA,NA,147,37,TRUE,tested,15.652173913043478,59.375,43.72282608695652,7.612612612612613,2.928391664819441,7.72571001930985,2.3639575610932078e-6,3.0180401635143076e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MUC4,165,56,147,38.1,No,115,32,32,24,FALSE,NA,NA,NA,NA,147,56,TRUE,tested,27.82608695652174,75,47.173913043478265,7.405429864253394,2.888583482310467,7.656294129366207,2.3813286755191413e-6,3.019394276795229e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FRMD1,17,14,147,9.5,No,115,32,3,11,FALSE,NA,NA,NA,NA,147,14,TRUE,tested,2.608695652173913,34.375,31.766304347826086,17.19269102990033,4.103723470514348,18.955421085067922,2.5055043385584283e-6,3.155231041863512e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OTOF,85,48,147,32.7,No,115,32,26,22,FALSE,NA,NA,NA,NA,147,48,TRUE,tested,22.608695652173914,68.75,46.141304347826086,7.237196765498652,2.8554309962519717,7.403213407969951,2.600149142795074e-6,3.252294657528541e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SYMPK,25,19,147,12.9,No,115,32,6,13,FALSE,NA,NA,NA,NA,147,19,TRUE,tested,5.217391304347826,40.625,35.40760869565217,11.662721893491124,3.5438326247613015,12.105704303078886,2.8620168634312386e-6,3.5558158507274556e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
BRINP3,64,41,147,27.9,No,115,32,21,20,FALSE,NA,NA,NA,NA,147,41,TRUE,tested,18.26086956521739,62.5,44.23913043478261,7.2083720930232555,2.8496734843623335,7.328640053673461,3.010635402362088e-6,3.6666370110873003e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CACNA1H,76,41,147,27.9,No,115,32,21,20,FALSE,NA,NA,NA,NA,147,41,TRUE,tested,18.26086956521739,62.5,44.23913043478261,7.2083720930232555,2.8496734843623335,7.328640053673461,3.010635402362088e-6,3.6666370110873003e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MYH14,72,43,147,29.3,No,115,32,21,20,FALSE,NA,NA,NA,NA,147,41,TRUE,tested,18.26086956521739,62.5,44.23913043478261,7.2083720930232555,2.8496734843623335,7.328640053673461,3.010635402362088e-6,3.6666370110873003e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PIEZO2,59,34,147,23.1,No,115,32,16,18,FALSE,NA,NA,NA,NA,147,34,TRUE,tested,13.91304347826087,56.25,42.33695652173913,7.693834900731453,2.943702871686573,7.8011279344262405,3.0440538119831326e-6,3.6831061547341014e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
DMRTB1,14,12,147,8.2,No,115,32,2,10,FALSE,NA,NA,NA,NA,147,12,TRUE,tested,1.7391304347826086,31.25,29.51086956521739,21.186666666666667,4.405084718852638,24.83943574898313,3.2675882895988947e-6,3.804377007361933e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EFCAB8,15,12,147,8.2,No,115,32,2,10,FALSE,NA,NA,NA,NA,147,12,TRUE,tested,1.7391304347826086,31.25,29.51086956521739,21.186666666666667,4.405084718852638,24.83943574898313,3.2675882895988947e-6,3.804377007361933e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MAPK8IP2,16,12,147,8.2,No,115,32,2,10,FALSE,NA,NA,NA,NA,147,12,TRUE,tested,1.7391304347826086,31.25,29.51086956521739,21.186666666666667,4.405084718852638,24.83943574898313,3.2675882895988947e-6,3.804377007361933e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MROH1,18,12,147,8.2,No,115,32,2,10,FALSE,NA,NA,NA,NA,147,12,TRUE,tested,1.7391304347826086,31.25,29.51086956521739,21.186666666666667,4.405084718852638,24.83943574898313,3.2675882895988947e-6,3.804377007361933e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TANGO6,16,12,147,8.2,No,115,32,2,10,FALSE,NA,NA,NA,NA,147,12,TRUE,tested,1.7391304347826086,31.25,29.51086956521739,21.186666666666667,4.405084718852638,24.83943574898313,3.2675882895988947e-6,3.804377007361933e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TRABD2B,14,12,147,8.2,No,115,32,2,10,FALSE,NA,NA,NA,NA,147,12,TRUE,tested,1.7391304347826086,31.25,29.51086956521739,21.186666666666667,4.405084718852638,24.83943574898313,3.2675882895988947e-6,3.804377007361933e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ANKRD36,17,10,147,6.8,No,115,32,1,9,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0.8695652173913043,28.125,27.255434782608695,30.858156028368793,4.947579949141736,43.050899528706246,3.4650477920571353e-6,3.9595657238618325e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KCP,12,10,147,6.8,No,115,32,1,9,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0.8695652173913043,28.125,27.255434782608695,30.858156028368793,4.947579949141736,43.050899528706246,3.4650477920571353e-6,3.9595657238618325e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TRIM64B,10,10,147,6.8,No,115,32,1,9,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0.8695652173913043,28.125,27.255434782608695,30.858156028368793,4.947579949141736,43.050899528706246,3.4650477920571353e-6,3.9595657238618325e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NEXMIF,40,31,147,21.1,No,115,32,14,17,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,12.173913043478262,53.125,40.951086956521735,7.903225806451613,2.982441628615695,8.012216817686951,3.662363021817407e-6,4.123095885922156e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
POM121L2,38,31,147,21.1,No,115,32,14,17,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,12.173913043478262,53.125,40.951086956521735,7.903225806451613,2.982441628615695,8.012216817686951,3.662363021817407e-6,4.123095885922156e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FREM3,37,22,147,15,No,115,32,8,14,FALSE,NA,NA,NA,NA,147,22,TRUE,tested,6.956521739130435,43.75,36.79347826086956,9.912559618441971,3.309257637837743,10.153828340932456,3.741789697682164e-6,4.123095885922156e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
LTBP3,25,22,147,15,No,115,32,8,14,FALSE,NA,NA,NA,NA,147,22,TRUE,tested,6.956521739130435,43.75,36.79347826086956,9.912559618441971,3.309257637837743,10.153828340932456,3.741789697682164e-6,4.123095885922156e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MYEF2,29,22,147,15,No,115,32,8,14,FALSE,NA,NA,NA,NA,147,22,TRUE,tested,6.956521739130435,43.75,36.79347826086956,9.912559618441971,3.309257637837743,10.153828340932456,3.741789697682164e-6,4.123095885922156e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PPFIA4,27,22,147,15,No,115,32,8,14,FALSE,NA,NA,NA,NA,147,22,TRUE,tested,6.956521739130435,43.75,36.79347826086956,9.912559618441971,3.309257637837743,10.153828340932456,3.741789697682164e-6,4.123095885922156e-4,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
