human_symbol,n_mutations,n_altered_samples,n_profiled_samples,incidence_pct,is_cancer_gene
SEPTIN2,3,3,147,2,No
SEPTIN7,3,2,147,1.4,No
SERINC1,3,3,147,2,No
SERPINB10,3,3,147,2,No
SF3A3,3,3,147,2,No
SF3B5,3,2,147,1.4,No
SFRP1,3,3,147,2,Yes
SFT2D1,3,3,147,2,No
SFTPC,3,3,147,2,No
SFXN5,3,3,147,2,No
SH3BGRL2,3,3,147,2,No
SH3BP1,3,3,147,2,No
SH3GLB2,3,3,147,2,No
SH3YL1,3,3,147,2,No
SHISA3,3,3,147,2,No
SHLD1,3,3,147,2,No
SHLD3,3,3,147,2,No
SIK1B,3,3,147,2,No
SKP1,3,3,147,2,No
SLA2,3,2,147,1.4,No
SLC10A3,3,3,147,2,No
SLC10A7,3,3,147,2,No
SLC16A12,3,3,147,2,No
SLC16A13,3,2,147,1.4,No
SLC16A2,3,2,147,1.4,No
SLC17A5,3,3,147,2,No
SLC19A4P,3,3,147,2,No
SLC22A4,3,3,147,2,No
SLC25A1,3,3,147,2,No
SLC25A14,3,3,147,2,No
SLC25A2,3,3,147,2,No
SLC25A23,3,3,147,2,No
SLC25A28,3,3,147,2,No
SLC25A29,3,3,147,2,No
SLC25A32,3,3,147,2,No
SLC25A33,3,3,147,2,No
SLC25A36,3,3,147,2,No
SLC25A4,3,3,147,2,No
SLC25A43,3,3,147,2,No
SLC33A2,3,3,147,2,No
SLC35A5,3,3,147,2,No
SLC35E2B,3,3,147,2,No
SLC35F2,3,2,147,1.4,No
SLC37A4,3,3,147,2,No
SLC46A1,3,3,147,2,No
SLC52A1,3,3,147,2,No
SLC66A1LP,3,2,147,1.4,No
SLC66A2,3,3,147,2,No
SLC67A1-AS,3,3,147,2,No
SLC6A8,3,3,147,2,No
SLC9A6,3,3,147,2,No
SLURP1,3,3,147,2,No
SMIM24,3,3,147,2,No
SNAI2,3,3,147,2,No
SNCG,3,3,147,2,No
SNX22,3,3,147,2,No
SNX3,3,3,147,2,No
SOSTDC1,3,3,147,2,No
SOX12,3,3,147,2,No
SP5,3,3,147,2,No
SPANXN1,3,3,147,2,No
SPANXN2,3,3,147,2,No
SPANXN5,3,3,147,2,No
SPATA45,3,3,147,2,No
SPATA9,3,3,147,2,No
SPCS1,3,3,147,2,No
SPDL1,3,3,147,2,No
SPDYE6,3,2,147,1.4,No
SPIN1,3,3,147,2,No
SPIN3,3,3,147,2,No
SPIN4,3,3,147,2,No
SPINK8,3,3,147,2,No
SPMIP2,3,3,147,2,No
SPOP,3,3,147,2,Yes
SPPL2A,3,2,147,1.4,No
SPRR2B,3,3,147,2,No
SQLE,3,3,147,2,No
SRI,3,3,147,2,No
SRPRB,3,3,147,2,No
SRSF12,3,3,147,2,No
SRSF3,3,3,147,2,Yes
SRSF9,3,3,147,2,No
SSB,3,3,147,2,No
SSBP3,3,3,147,2,No
SSR1,3,3,147,2,No
SSU72L6,3,3,147,2,No
STARD7,3,3,147,2,No
STBD1,3,3,147,2,No
STEEP1,3,3,147,2,No
STK17A,3,3,147,2,No
STK26,3,3,147,2,No
STK4,3,3,147,2,No
STUB1,3,3,147,2,No
STX19,3,3,147,2,No
STX2,3,3,147,2,No
STX7,3,3,147,2,No
STX8,3,3,147,2,No
SUCLG1,3,3,147,2,No
SUPT3H,3,3,147,2,No
SURF1,3,3,147,2,No
SURF6,3,3,147,2,No
SYCE2,3,3,147,2,No
SYNGR2,3,2,147,1.4,No
SYT15,3,3,147,2,No
SYT8,3,3,147,2,No
TACO1,3,3,147,2,No
TACSTD2,3,3,147,2,Yes
TAF12,3,3,147,2,No
TAFA3,3,3,147,2,No
TAFAZZIN,3,3,147,2,No
TAGLN,3,3,147,2,No
TAGLN2,3,3,147,2,No
TAMM41,3,2,147,1.4,No
TANGO2,3,3,147,2,No
TAPBP,3,3,147,2,No
TBC1D29P,3,3,176,1.7,No
TBCB,3,3,147,2,No
TCAP,3,3,147,2,No
TCEA1,3,3,147,2,Yes
TCF19,3,3,147,2,No
TCL1A,3,3,147,2,Yes
TCP10L3,3,3,147,2,No
TEFM,3,3,147,2,No
TEX264,3,3,147,2,No
TFE3,3,3,147,2,Yes
TGFBR3L,3,3,147,2,No
TGIF2LY,3,3,147,2,No
THAP5,3,3,147,2,No
THOC7,3,3,147,2,No
THRSP,3,3,147,2,No
TIFA,3,3,147,2,No
TIMM22,3,3,147,2,No
TIPRL,3,3,147,2,No
TLE5,3,3,147,2,No
TLX2,3,3,147,2,No
TMBIM4,3,3,147,2,No
TMBIM6,3,3,147,2,No
TMED4,3,3,147,2,No
TMEM102,3,3,147,2,No
TMEM117,3,3,147,2,No
TMEM120B,3,3,147,2,No
TMEM121,3,2,147,1.4,No
TMEM129,3,3,147,2,No
TMEM134,3,3,147,2,No
TMEM147,3,3,147,2,No
TMEM14EP,3,3,147,2,No
TMEM150A,3,3,147,2,No
TMEM170A,3,3,147,2,No
TMEM179B,3,3,147,2,No
TMEM18,3,3,147,2,No
TMEM19,3,3,147,2,No
TMEM205,3,2,147,1.4,No
TMEM207,3,3,147,2,No
TMEM213,3,3,147,2,No
TMEM229A,3,3,147,2,No
TMEM239,3,3,147,2,No
TMEM240,3,3,147,2,No
TMEM244,3,3,147,2,No
TMEM248,3,3,147,2,No
TMEM35A,3,3,147,2,No
TMEM38B,3,3,147,2,No
TMEM54,3,3,147,2,No
TMEM86B,3,3,147,2,No
TMEM87A,3,3,147,2,No
TMEM9,3,3,147,2,No
TMLHE,3,3,147,2,No
TNF,3,2,147,1.4,No
TNFAIP8,3,3,147,2,No
TNFRSF10C,3,3,147,2,No
TNFRSF13C,3,3,147,2,No
TNFRSF6B,3,3,147,2,No
TNNT3,3,3,147,2,No
TNP2,3,2,147,1.4,No
TOMM7,3,3,147,2,No
TOMT,3,3,147,2,No
TOR1B,3,3,147,2,No
TP53AIP1,3,3,147,2,No
TP53I13,3,3,147,2,No
TP53RK,3,3,147,2,No
TPD52,3,3,147,2,No
TPD52L3,3,3,147,2,No
TPGS1,3,3,147,2,No
TPI1,3,3,147,2,No
TPRKB,3,3,147,2,No
TRAPPC2L,3,3,147,2,No
TRAPPC3L,3,3,147,2,No
TRAPPC6A,3,2,147,1.4,No
TREX2,3,3,147,2,No
TRIM14,3,3,147,2,No
TRIM16L,3,3,147,2,No
TRIM52,3,3,147,2,No
TRIR,3,3,147,2,No
TRMT1,3,3,147,2,No
TRMT11,3,3,147,2,No
TRMT2B,3,3,147,2,No
TRPT1,3,3,147,2,No
TSACC,3,3,147,2,No
TSPAN7,3,3,147,2,No
TSPAN8,3,3,147,2,No
TSSK4,3,3,147,2,No
TTC19,3,2,147,1.4,No
TTC9C,3,3,147,2,No
TTL,3,3,147,2,Yes
TUBA1B,3,3,147,2,No
TUBA1C,3,3,147,2,No
TUBG2,3,3,147,2,No
TVP23C,3,2,147,1.4,No
TXN,3,3,147,2,No
TXNDC5,3,3,147,2,No
TXNL4B,3,3,147,2,No
TYW5,3,3,147,2,No
UBA5,3,3,147,2,No
UBB,3,3,147,2,No
UBE2B,3,3,147,2,No
UBE2C,3,3,147,2,No
UBE2E2,3,3,147,2,No
UBE2I,3,3,147,2,No
UBE2NL,3,3,147,2,No
UBE2Q1,3,3,147,2,No
UBE2U,3,3,147,2,No
UBL4B,3,3,147,2,No
UCK2,3,3,147,2,No
UFSP2,3,3,147,2,No
UGT1A4,3,3,147,2,No
UGT1A7,3,3,147,2,No
UNC119,3,3,147,2,No
USP17L11,3,1,147,0.7,No
USP46,3,3,147,2,No
UTP23,3,3,147,2,No
UTY,3,3,147,2,No
VASH1,3,3,147,2,No
VCX2,3,3,147,2,No
VDR,3,3,147,2,No
VEGFD,3,3,147,2,No
VKORC1,3,3,147,2,No
VMO1,3,3,147,2,No
VPS26B,3,3,147,2,No
VPS26C,3,3,147,2,No
VSIG10,3,3,147,2,No
VSTM5,3,3,147,2,No
VXN,3,3,147,2,No
WDFY2,3,3,147,2,No
WDR5,3,3,147,2,No
WDR55,3,3,147,2,No
WFDC1,3,3,147,2,No
WFDC2,3,3,147,2,No
WFDC9,3,3,147,2,No
WNT16,3,3,147,2,No
WNT9B,3,3,147,2,No
WTAP,3,3,147,2,No
XAGE5,3,3,147,2,No
XKR8,3,3,147,2,No
XPA,3,2,176,1.1,Yes
YIF1A,3,3,147,2,No
YIPF2,3,3,147,2,No
YIPF5,3,3,147,2,No
YIPF6,3,3,147,2,No
YPEL1,3,3,147,2,No
YWHAG,3,3,147,2,No
YWHAH,3,3,147,2,No
ZBED10P,3,3,147,2,No
ZBTB44,3,3,147,2,No
ZC3H12D,3,2,147,1.4,No
ZCCHC17,3,3,147,2,No
ZCRB1,3,3,147,2,No
ZDHHC21,3,3,147,2,No
ZFAND1,3,2,147,1.4,No
ZFAND2A,3,3,147,2,No
ZFAND2B,3,3,147,2,No
ZFP1,3,3,147,2,No
ZFP3,3,3,147,2,No
ZFP36,3,2,147,1.4,No
ZFP92,3,3,147,2,No
ZFTA,3,3,147,2,No
ZFYVE21,3,3,147,2,No
ZHX1-C8ORF76,3,3,147,2,No
ZMYND10,3,3,147,2,No
ZMYND19,3,2,147,1.4,No
ZNF131,3,3,147,2,No
ZNF140,3,3,147,2,No
ZNF276,3,3,147,2,No
ZNF32,3,3,147,2,No
ZNF460,3,3,147,2,No
ZNF595,3,1,147,0.7,No
ZNF639,3,3,147,2,No
ZNF654,3,3,147,2,No
ZNF664,3,3,147,2,No
ZNF672,3,2,147,1.4,No
ZNF688,3,3,147,2,No
ZNF706,3,3,147,2,No
ZNF717,3,3,147,2,No
ZNF718,3,3,147,2,No
ZNF736,3,3,147,2,No
ZNF764,3,3,147,2,No
ZNF783,3,3,147,2,No
ZNF784,3,3,147,2,No
ZNF79,3,3,147,2,No
ZNF821,3,3,147,2,No
ZNF892,3,3,147,2,No
ZNHIT1,3,3,147,2,No
ZNHIT2,3,3,147,2,No
ZNRD2,3,2,147,1.4,No
ZNRF1,3,3,147,2,No
ZSCAN16,3,3,147,2,No
ZSCAN30,3,3,147,2,No
ZSWIM1,3,3,147,2,No
ZWINT,3,3,147,2,No
A3GALT2,2,2,147,1.4,No
ABCD1,2,2,147,1.4,No
ABHD14B,2,2,147,1.4,No
ABHD17A,2,2,147,1.4,No
ABITRAM,2,2,147,1.4,No
ACKR4,2,2,147,1.4,No
ACOT2,2,2,147,1.4,No
ACTR10,2,2,147,1.4,No
ACTR3C,2,2,147,1.4,No
ADORA2B,2,2,147,1.4,No
ADRB1,2,2,147,1.4,No
AEBP2,2,2,147,1.4,No
AIFM1,2,2,147,1.4,No
AIG1,2,2,147,1.4,No
AIMP2,2,2,147,1.4,No
AIRIM,2,2,147,1.4,No
AK1,2,2,147,1.4,No
AKAP5,2,2,147,1.4,No
AKIRIN1,2,2,147,1.4,No
AKR1C8,2,2,147,1.4,No
AKR7L,2,2,147,1.4,No
ALG1L2,2,2,147,1.4,No
ALG9,2,2,147,1.4,No
ALKBH5,2,2,147,1.4,No
ALKBH7,2,2,147,1.4,No
ALOX5AP,2,2,147,1.4,No
AMELY,2,2,147,1.4,No
AMT,2,2,147,1.4,No
ANGPTL8,2,1,147,0.7,No
ANKRA2,2,2,147,1.4,No
ANKRD16,2,2,147,1.4,No
ANKRD22,2,2,147,1.4,No
ANKRD39,2,1,147,0.7,No
ANP32E,2,2,147,1.4,No
ANXA2R,2,2,147,1.4,No
AP1AR,2,2,147,1.4,No
AP1S2,2,2,147,1.4,No
AP3M2,2,2,147,1.4,No
APELA,2,2,147,1.4,No
APEX1,2,2,147,1.4,Yes
APH1B,2,2,147,1.4,No
APOBEC3C,2,2,147,1.4,No
APOC1,2,2,147,1.4,No
APOLD1,2,2,147,1.4,No
APOOL,2,2,147,1.4,No
APPBP2,2,2,147,1.4,No
ARGLU1,2,2,147,1.4,No
ARHGAP11B,2,2,147,1.4,No
ARHGDIG,2,2,147,1.4,No
ARIH2OS,2,2,147,1.4,No
ARL14,2,2,147,1.4,No
ARL15,2,2,147,1.4,No
ARL2,2,2,147,1.4,No
ARL3,2,2,147,1.4,No
ARL4A,2,2,147,1.4,No
ARL6,2,2,147,1.4,No
ARL6IP4,2,2,147,1.4,No
ARMCX1,2,2,147,1.4,No
ARMH2,2,2,147,1.4,No
ARMS2,2,2,147,1.4,No
ARPC1B,2,2,147,1.4,No
ARPC4,2,2,147,1.4,No
ASAH1,2,2,147,1.4,No
ASB8,2,2,147,1.4,No
ASCL3,2,2,147,1.4,No
ASCL5,2,1,147,0.7,No
ASIP,2,2,147,1.4,No
ATP11AUN,2,2,147,1.4,No
ATP1B1,2,2,147,1.4,No
ATP1B2,2,2,147,1.4,No
ATP5PD,2,2,147,1.4,No
ATP6V1D,2,2,147,1.4,No
ATP6V1E1,2,2,147,1.4,No
ATP6V1E2,2,2,147,1.4,No
ATP6V1G2-DDX39B,2,2,147,1.4,No
ATPAF2,2,2,147,1.4,No
ATRAID,2,2,147,1.4,No
AZI2,2,2,147,1.4,No
AZIN1,2,2,147,1.4,No
B3GALT4,2,2,147,1.4,No
B3GALT6,2,2,147,1.4,No
B3GALT9,2,2,147,1.4,No
B9D1,2,2,147,1.4,No
BAALC,2,2,147,1.4,Yes
BACE1,2,2,147,1.4,No
BAG1,2,1,147,0.7,No
BAG4,2,2,147,1.4,No
BARX1,2,2,147,1.4,No
BBC3,2,2,147,1.4,Yes
BBS5,2,2,147,1.4,No
BCAS2,2,2,147,1.4,No
BCAS4,2,2,147,1.4,No
BCCIP,2,2,147,1.4,No
BCL10,2,2,147,1.4,Yes
BCL2,2,2,176,1.1,Yes
BCL2L11,2,2,147,1.4,Yes
BDH2,2,2,147,1.4,No
BEX1,2,2,147,1.4,No
BEX2,2,2,147,1.4,No
BEX4,2,2,147,1.4,No
BLCAP,2,2,147,1.4,No
BLID,2,2,147,1.4,No
BLOC1S3,2,2,147,1.4,No
BNIP2,2,2,147,1.4,No
BOD1,2,2,147,1.4,No
BOK,2,2,147,1.4,No
BOLA1,2,2,147,1.4,No
BOP1,2,2,147,1.4,No
BORCS5,2,2,147,1.4,No
BORCS8-MEF2B,2,2,147,1.4,No
BRI3BP,2,2,147,1.4,No
BTF3,2,2,147,1.4,No
BTG2,2,2,147,1.4,Yes
BTG3,2,2,147,1.4,No
C10ORF105,2,2,147,1.4,No
C12ORF60,2,2,147,1.4,No
C14ORF119,2,2,147,1.4,No
C15ORF40,2,2,147,1.4,No
C17ORF99,2,2,147,1.4,No
C19ORF84,2,2,147,1.4,No
C1D,2,2,147,1.4,No
C1GALT1C1L,2,2,147,1.4,No
C1ORF105,2,2,147,1.4,No
C1ORF115,2,2,147,1.4,No
C1ORF210,2,2,147,1.4,No
C1ORF226,2,2,147,1.4,No
C1ORF232,2,2,147,1.4,No
C1ORF35,2,2,147,1.4,No
C1ORF54,2,2,147,1.4,No
C1ORF56,2,2,147,1.4,No
C1ORF74,2,2,147,1.4,No
C1QL2,2,2,147,1.4,No
C22ORF46P,2,2,147,1.4,No
C2CD4A,2,2,147,1.4,No
C2CD4B,2,2,147,1.4,No
C2ORF74,2,2,147,1.4,No
C2ORF76,2,2,147,1.4,No
C3ORF33,2,2,147,1.4,No
C3ORF85,2,2,147,1.4,No
C4ORF36,2,2,147,1.4,No
C5ORF24,2,2,147,1.4,No
C5ORF46,2,2,147,1.4,No
C6ORF136,2,2,147,1.4,No
C6ORF163,2,2,147,1.4,No
C6ORF52,2,2,147,1.4,No
C8ORF89,2,2,147,1.4,No
C8ORF90,2,2,147,1.4,No
C9ORF153,2,2,147,1.4,No
C9ORF57,2,2,147,1.4,No
CAAP1,2,2,147,1.4,No
CAB39,2,2,147,1.4,No
CAB39L,2,2,147,1.4,No
CACFD1,2,2,147,1.4,No
CALM2,2,2,147,1.4,No
CALML3,2,2,147,1.4,No
CALU,2,2,147,1.4,No
CAMKMT,2,2,147,1.4,No
CARD18,2,2,147,1.4,No
CARHSP1,2,2,147,1.4,No
CARTPT,2,2,147,1.4,No
CASP16P,2,2,147,1.4,No
CASTOR3P,2,2,147,1.4,No
CATSPERQ,2,2,147,1.4,No
CAVIN3,2,2,147,1.4,No
CBFB,2,2,176,1.1,Yes
CBX3,2,2,147,1.4,No
CCDC122,2,2,147,1.4,No
CCDC124,2,2,147,1.4,No
CCDC125,2,2,147,1.4,No
CCDC126,2,2,147,1.4,No
CCDC142,2,2,147,1.4,No
CCDC167,2,2,147,1.4,No
CCDC179,2,2,147,1.4,No
CCDC182,2,2,147,1.4,No
CCDC184,2,2,147,1.4,No
CCDC194,2,2,147,1.4,No
CCDC86,2,2,147,1.4,No
CCDC90B,2,2,147,1.4,No
CCL1,2,2,147,1.4,No
CCL11,2,2,147,1.4,No
CCL25,2,2,147,1.4,No
CCNB1,2,2,147,1.4,No
CCNG1,2,2,147,1.4,No
CCNI,2,2,147,1.4,No
CCNJ,2,2,147,1.4,No
CCNO,2,2,147,1.4,No
CCNP,2,2,147,1.4,No
CCNYL1,2,2,147,1.4,No
CCR1,2,2,147,1.4,No
CCR3,2,2,147,1.4,No
CCS,2,2,147,1.4,No
CCZ1B,2,2,147,1.4,No
CD160,2,2,147,1.4,No
CD274,2,2,147,1.4,Yes
CD3E,2,2,147,1.4,No
CD40,2,2,147,1.4,No
CD55,2,2,147,1.4,No
CD81,2,2,147,1.4,No
CD83,2,2,147,1.4,No
CD8A,2,2,147,1.4,No
CD8B2,2,2,147,1.4,No
CDC26,2,2,147,1.4,No
CDCA4,2,2,147,1.4,No
CDIP1,2,2,147,1.4,No
CDIPT,2,2,147,1.4,No
CDK10,2,2,147,1.4,No
CDK5R1,2,2,147,1.4,No
CDK7,2,2,147,1.4,No
CDRT4,2,2,147,1.4,No
CDX4,2,2,147,1.4,No
CEBPG,2,2,147,1.4,No
CEMP1,2,2,147,1.4,No
CENATAC,2,2,147,1.4,No
CENPM,2,2,147,1.4,No
CENPVL3,2,2,147,1.4,No
CEP44,2,2,147,1.4,No
CEPT1,2,2,147,1.4,No
CERK,2,2,147,1.4,No
CERS2,2,2,147,1.4,No
CFAP418,2,2,147,1.4,No
CFAP96,2,2,147,1.4,No
CFL1,2,2,147,1.4,No
CFL2,2,2,147,1.4,No
CGAS,2,2,147,1.4,No
CGREF1,2,2,147,1.4,No
CH25H,2,2,147,1.4,No
CHAC2,2,2,147,1.4,No
CHCHD5,2,2,147,1.4,No
CHMP1A,2,2,147,1.4,No
CHMP1B,2,2,147,1.4,No
CHMP2B,2,2,147,1.4,No
CHMP3,2,2,147,1.4,No
CHMP6,2,2,147,1.4,No
CHPT1,2,2,147,1.4,No
CHST7,2,2,147,1.4,No
CIB2,2,2,147,1.4,No
CIDEB,2,2,147,1.4,No
CIMIP3,2,2,147,1.4,No
CIMIP7,2,2,147,1.4,No
CISD1,2,2,147,1.4,No
CISD2,2,2,147,1.4,No
CKMT1A,2,2,147,1.4,No
CLDN1,2,2,147,1.4,No
CLDN11,2,2,147,1.4,No
CLDN3,2,2,147,1.4,No
CLDN34,2,2,147,1.4,No
CLDN5,2,2,147,1.4,No
CLDN7,2,2,147,1.4,No
CLEC3B,2,2,147,1.4,No
CLECL1,2,2,147,1.4,No
CLLU1,2,2,147,1.4,No
CLLU1-AS1,2,2,147,1.4,No
CLN5,2,2,147,1.4,No
CMAHP,2,2,147,1.4,No
CMAS,2,2,147,1.4,No
CMPK1,2,2,147,1.4,No
CNBP,2,2,176,1.1,Yes
CNFN,2,2,147,1.4,No
CNIH1,2,2,147,1.4,No
CNPY1,2,2,147,1.4,No
COA4,2,2,147,1.4,No
COA5,2,2,147,1.4,No
COG6,2,2,147,1.4,No
COMMD1,2,2,147,1.4,No
COMMD5,2,2,147,1.4,No
COPG2,2,2,147,1.4,No
COPS8,2,2,147,1.4,No
COPS9,2,2,147,1.4,No
COQ7,2,2,147,1.4,No
CORO1C,2,2,147,1.4,No
COX11,2,2,147,1.4,No
COX6B1,2,2,147,1.4,No
COX7A1,2,2,147,1.4,No
CPLX4,2,2,147,1.4,No
CPSF4,2,2,147,1.4,No
CPSF4L,2,2,147,1.4,No
CRACR2B,2,2,147,1.4,No
CRLF3,2,2,147,1.4,No
CRYAB,2,2,147,1.4,No
CRYGS,2,2,147,1.4,No
CRYZL1,2,2,147,1.4,No
CSKMT,2,2,147,1.4,No
CSNK1A1,2,2,147,1.4,No
CSRP1,2,2,147,1.4,No
CSRP2,2,2,147,1.4,No
CT83,2,2,147,1.4,No
CTAG2,2,2,147,1.4,No
CTAGE15,2,2,147,1.4,No
CTRL,2,2,147,1.4,No
CTXN2,2,2,147,1.4,No
CXCL10,2,2,147,1.4,No
CXCL11,2,2,147,1.4,No
CXCL13,2,2,147,1.4,No
CXCL17,2,2,147,1.4,No
CXCL6,2,2,147,1.4,No
CXCR6,2,2,147,1.4,No
CXORF38,2,2,147,1.4,No
CYB561D1,2,2,147,1.4,No
CYB5A,2,2,147,1.4,No
CYB5R2,2,2,147,1.4,No
CYBRD1,2,2,147,1.4,No
CYP51A1,2,2,147,1.4,No
CYREN,2,2,147,1.4,No
CYSTM1,2,2,147,1.4,No
DALRD3,2,2,147,1.4,No
DAP,2,2,147,1.4,No
DAPL1,2,2,147,1.4,No
DBNDD1,2,2,147,1.4,No
DBP,2,2,147,1.4,No
DCPH1,2,2,147,1.4,No
DCTN2,2,2,147,1.4,No
DCTN5,2,2,147,1.4,No
DCTN6,2,2,147,1.4,No
DCTPP1,2,2,147,1.4,No
DCUN1D3,2,2,147,1.4,No
DCXR,2,2,147,1.4,No
DDAH2,2,2,147,1.4,No
DDIT3,2,2,176,1.1,Yes
DDIT4,2,2,147,1.4,No
DDTL,2,2,147,1.4,No
DDX3Y,2,2,147,1.4,No
DECR2,2,2,147,1.4,No
DEFA5,2,2,147,1.4,No
DEFA6,2,2,147,1.4,No
DEFB113,2,2,147,1.4,No
DEFB116,2,2,147,1.4,No
DEFB132,2,2,147,1.4,No
DEFB134,2,2,147,1.4,No
DEPDC4,2,2,147,1.4,No
DERL2,2,2,147,1.4,No
DGCR6,2,2,147,1.4,No
DHDDS,2,2,147,1.4,No
DHFR2,2,2,147,1.4,No
DHRS7B,2,2,147,1.4,No
DIABLO,2,2,147,1.4,No
DIPK1A,2,2,147,1.4,No
DIRC1,2,2,147,1.4,No
DLX2,2,2,147,1.4,No
DLX5,2,2,147,1.4,No
DMAC2L,2,2,147,1.4,No
DNAAF10,2,2,147,1.4,No
DNAJB4,2,2,147,1.4,No
DNAJC5,2,2,147,1.4,No
DNAJC8,2,2,147,1.4,No
DNLZ,2,2,147,1.4,No
DOCK8-AS1,2,2,147,1.4,No
DOK4,2,2,147,1.4,No
DPCD,2,2,147,1.4,No
DPM2,2,2,147,1.4,No
DPPA5,2,2,147,1.4,No
DRC4,2,2,147,1.4,No
DRC9,2,2,147,1.4,No
DRG1,2,2,147,1.4,No
DSTN,2,2,147,1.4,No
DUSP18,2,2,147,1.4,No
DUSP7,2,2,147,1.4,No
DUX4,2,1,147,0.7,No
DYNLRB1,2,2,147,1.4,No
DYNLRB2,2,2,147,1.4,No
DYNLT1,2,2,147,1.4,No
EAPP,2,2,147,1.4,No
EBAG9,2,2,147,1.4,No
ECHS1,2,2,147,1.4,No
ECRG4,2,2,147,1.4,No
ECSCR,2,2,147,1.4,No
EDN2,2,2,147,1.4,No
EEF1AKMT4,2,2,147,1.4,No
EEF1B2,2,2,147,1.4,No
EFCAB11,2,2,147,1.4,No
EFCAB9,2,2,147,1.4,No
EFHD1,2,2,147,1.4,No
EFNA3,2,2,147,1.4,No
EFNA4,2,2,147,1.4,No
EI24,2,2,147,1.4,No
EID3,2,2,147,1.4,No
EIF2S1,2,2,147,1.4,No
EIF2S2,2,2,147,1.4,No
EIF3C,2,2,147,1.4,No
EIF3I,2,2,147,1.4,No
EIF3K,2,2,147,1.4,No
EIF5A,2,2,147,1.4,No
EIF5AL1,2,2,147,1.4,No
EIF6,2,2,147,1.4,No
ELOF1,2,2,147,1.4,No
ELP6,2,2,147,1.4,No
EMC2,2,2,147,1.4,No
EMC3,2,2,147,1.4,No
EMC9,2,2,147,1.4,No
EME2,2,2,147,1.4,No
EMG1,2,2,147,1.4,No
EMP2,2,2,147,1.4,No
EMP3,2,2,147,1.4,No
EN2,2,2,147,1.4,No
ENDOG,2,2,147,1.4,No
ENTPD5,2,1,147,0.7,No
EOLA2,2,2,147,1.4,No
EPCIP,2,2,147,1.4,No
EPGN,2,2,147,1.4,No
EPM2A,2,2,147,1.4,No
ERAS,2,2,147,1.4,No
EREG,2,2,147,1.4,No
ERH,2,2,147,1.4,No
ERLIN2,2,2,147,1.4,No
ETFRF1,2,2,147,1.4,No
EVA1B,2,2,147,1.4,No
FABP5,2,2,147,1.4,No
FABP6,2,2,147,1.4,No
FABP7,2,2,147,1.4,No
FADD,2,2,147,1.4,No
FAM107A,2,2,147,1.4,No
FAM110D,2,2,147,1.4,No
FAM162A,2,2,147,1.4,No
FAM163B,2,2,147,1.4,No
FAM167A,2,2,147,1.4,No
FAM177A1,2,2,147,1.4,No
FAM185A,2,2,147,1.4,No
FAM20B,2,2,147,1.4,No
FAM216A,2,2,147,1.4,No
FAM216B,2,2,147,1.4,No
FAM218A,2,2,147,1.4,No
FAM219A,2,2,147,1.4,No
FAM229B,2,2,147,1.4,No
FAM237A,2,2,147,1.4,No
FAM246A,2,2,147,1.4,No
FAM24B,2,2,147,1.4,No
FAM25A,2,2,147,1.4,No
FAM3C,2,2,147,1.4,No
FAM72D,2,2,147,1.4,No
FAM86B2,2,2,147,1.4,No
FAM89B,2,2,147,1.4,No
FAM90A10,2,2,147,1.4,No
FAM9C,2,2,147,1.4,No
FANCD2OS,2,2,147,1.4,No
FBXL22,2,2,147,1.4,No
FBXL9P,2,2,147,1.4,No
FBXO27,2,2,147,1.4,No
FBXO36,2,2,147,1.4,No
FBXO48,2,2,147,1.4,No
FDX1,2,2,147,1.4,No
FEV,2,2,147,1.4,Yes
FGF11,2,2,147,1.4,No
FGF18,2,2,147,1.4,No
FGF8,2,2,147,1.4,Yes
FIBIN,2,2,147,1.4,No
FIBP,2,2,147,1.4,No
FICD,2,2,147,1.4,No
FKBP11,2,2,147,1.4,No
FLYWCH2,2,2,147,1.4,No
FNDC11,2,2,147,1.4,No
FNTB,2,2,147,1.4,No
FOLH1B,2,2,147,1.4,No
FOXB1,2,2,147,1.4,No
FOXL2NB,2,2,147,1.4,No
FRA10AC1,2,2,147,1.4,No
FRAT1,2,2,147,1.4,No
FTCDNL1,2,2,147,1.4,No
FTH1,2,2,147,1.4,No
FUNDC2,2,1,147,0.7,No
FUOM,2,2,147,1.4,No
FXYD2,2,2,147,1.4,No
FXYD5,2,2,147,1.4,No
G6PC3,2,2,147,1.4,No
G6PD,2,2,147,1.4,No
GADD45G,2,2,147,1.4,No
GAMT,2,2,147,1.4,No
GAPDH,2,2,147,1.4,No
GAS1,2,2,147,1.4,No
GATC,2,2,147,1.4,No
GCSAM,2,2,147,1.4,No
GDPD1,2,2,147,1.4,No
GDPD2,2,2,147,1.4,No
GEMIN2,2,2,147,1.4,No
GEMIN6,2,2,147,1.4,No
GEMIN7,2,2,147,1.4,No
GET1,2,2,147,1.4,No
GGT2P,2,2,147,1.4,No
GINS2,2,2,147,1.4,No
GINS3,2,2,147,1.4,No
GJB1,2,2,147,1.4,No
GJC3,2,2,147,1.4,No
GJD3,2,2,147,1.4,No
GLIPR1L1,2,2,147,1.4,No
GLMP,2,2,147,1.4,No
GLRA4,2,2,147,1.4,No
GNB1,2,2,147,1.4,Yes
GNG12,2,2,147,1.4,No
GNG14,2,2,147,1.4,No
GNG7,2,2,147,1.4,No
GNPNAT1,2,2,147,1.4,No
GNPTG,2,2,147,1.4,No
GNRH2,2,2,147,1.4,No
