gt_DP,gt_dp_bins,tissue,n_mutations,pct_mutations
901,500-1000,Hair follicle,1,0.0037762924360862505
905,500-1000,Hair follicle,1,0.0037762924360862505
910,500-1000,Hair follicle,1,0.0037762924360862505
914,500-1000,Hair follicle,2,0.007552584872172501
920,500-1000,Hair follicle,1,0.0037762924360862505
923,500-1000,Hair follicle,1,0.0037762924360862505
924,500-1000,Hair follicle,1,0.0037762924360862505
926,500-1000,Hair follicle,1,0.0037762924360862505
928,500-1000,Skin,1,0.0037762924360862505
933,500-1000,Hair follicle,1,0.0037762924360862505
950,500-1000,Hair follicle,2,0.007552584872172501
967,500-1000,Skin,1,0.0037762924360862505
979,500-1000,Hair follicle,1,0.0037762924360862505
982,500-1000,Skin,1,0.0037762924360862505
1005,1000+,Hair follicle,1,0.0037762924360862505
1019,1000+,Skin,1,0.0037762924360862505
1029,1000+,Skin,1,0.0037762924360862505
1052,1000+,Hair follicle,1,0.0037762924360862505
1096,1000+,Hair follicle,1,0.0037762924360862505
1103,1000+,Hair follicle,1,0.0037762924360862505
1103,1000+,Skin,1,0.0037762924360862505
1105,1000+,Skin,1,0.0037762924360862505
1106,1000+,Skin,1,0.0037762924360862505
1115,1000+,Hair follicle,1,0.0037762924360862505
1129,1000+,Skin,1,0.0037762924360862505
1135,1000+,Skin,1,0.0037762924360862505
1157,1000+,Hair follicle,1,0.0037762924360862505
1175,1000+,Skin,1,0.0037762924360862505
1196,1000+,Hair follicle,1,0.0037762924360862505
1199,1000+,Hair follicle,1,0.0037762924360862505
1199,1000+,Skin,1,0.0037762924360862505
1213,1000+,Hair follicle,1,0.0037762924360862505
1214,1000+,Skin,1,0.0037762924360862505
1216,1000+,Hair follicle,1,0.0037762924360862505
1249,1000+,Hair follicle,1,0.0037762924360862505
1265,1000+,Skin,1,0.0037762924360862505
1268,1000+,Hair follicle,1,0.0037762924360862505
1292,1000+,Hair follicle,1,0.0037762924360862505
1310,1000+,Hair follicle,1,0.0037762924360862505
1313,1000+,Hair follicle,1,0.0037762924360862505
1331,1000+,Hair follicle,1,0.0037762924360862505
1356,1000+,Skin,1,0.0037762924360862505
1400,1000+,Hair follicle,1,0.0037762924360862505
1405,1000+,Hair follicle,1,0.0037762924360862505
1413,1000+,Hair follicle,1,0.0037762924360862505
1425,1000+,Hair follicle,1,0.0037762924360862505
1447,1000+,Hair follicle,1,0.0037762924360862505
1449,1000+,Hair follicle,1,0.0037762924360862505
1453,1000+,Hair follicle,1,0.0037762924360862505
1456,1000+,Hair follicle,2,0.007552584872172501
1470,1000+,Hair follicle,1,0.0037762924360862505
1483,1000+,Skin,1,0.0037762924360862505
1498,1000+,Hair follicle,1,0.0037762924360862505
1546,1000+,Hair follicle,1,0.0037762924360862505
1561,1000+,Hair follicle,1,0.0037762924360862505
1563,1000+,Hair follicle,1,0.0037762924360862505
1612,1000+,Hair follicle,1,0.0037762924360862505
1771,1000+,Hair follicle,1,0.0037762924360862505
1773,1000+,Hair follicle,1,0.0037762924360862505
1781,1000+,Hair follicle,1,0.0037762924360862505
1865,1000+,Hair follicle,1,0.0037762924360862505
1899,1000+,Hair follicle,1,0.0037762924360862505
1919,1000+,Hair follicle,1,0.0037762924360862505
1932,1000+,Hair follicle,1,0.0037762924360862505
1972,1000+,Hair follicle,1,0.0037762924360862505
1986,1000+,Hair follicle,2,0.007552584872172501
2021,1000+,Hair follicle,1,0.0037762924360862505
2025,1000+,Skin,1,0.0037762924360862505
2157,1000+,Hair follicle,1,0.0037762924360862505
2165,1000+,Hair follicle,1,0.0037762924360862505
2191,1000+,Hair follicle,1,0.0037762924360862505
2202,1000+,Hair follicle,1,0.0037762924360862505
2207,1000+,Hair follicle,1,0.0037762924360862505
2217,1000+,Hair follicle,1,0.0037762924360862505
2236,1000+,Hair follicle,1,0.0037762924360862505
2298,1000+,Hair follicle,1,0.0037762924360862505
2385,1000+,Hair follicle,1,0.0037762924360862505
2427,1000+,Hair follicle,1,0.0037762924360862505
2588,1000+,Hair follicle,1,0.0037762924360862505
2713,1000+,Hair follicle,1,0.0037762924360862505
2870,1000+,Hair follicle,1,0.0037762924360862505
2933,1000+,Hair follicle,1,0.0037762924360862505
3037,1000+,Hair follicle,1,0.0037762924360862505
3220,1000+,Hair follicle,1,0.0037762924360862505
