vaf_group,x,mean,lwr,upr,n_samples
TES Acetone,0.5029354207436398,3.198694574280229e-16,0,7.776835891053682e-16,4
TES Acetone,0.5048923679060665,3.0116181886012736e-16,0,6.101738472222576e-16,4
TES Acetone,0.5068493150684932,1.9314766539574696e-16,0,3.9547764701708553e-16,4
TES Acetone,0.5088062622309197,4.320982915076497e-17,0,9.860998644765011e-17,4
TES Acetone,0.5107632093933463,6.588512352868724e-17,0,2.7556099147571865e-16,4
TES Acetone,0.512720156555773,5.312013009865702e-17,0,2.221720918673179e-16,4
TES Acetone,0.5146771037181996,6.45311339322274e-17,0,2.4358096499814744e-16,4
TES Acetone,0.5166340508806262,6.29845906499816e-17,0,1.901647258499914e-16,4
TES Acetone,0.5185909980430528,2.607994417951686e-17,0,7.86306495838312e-17,4
TES Acetone,0.5205479452054794,0,0,0,4
TES Acetone,0.5225048923679061,4.277536168168214e-17,0,9.200386036312124e-17,4
TES Acetone,0.5244618395303327,9.654236120279743e-17,0,2.231060665865401e-16,4
TES Acetone,0.5264187866927592,7.835112186390379e-17,0,2.2045527904383116e-16,4
TES Acetone,0.5283757338551859,1.1934960252838433e-16,0,4.0958632236267227e-16,4
TES Acetone,0.5303326810176126,2.2641942524208864e-16,0,6.643973570092902e-16,4
TES Acetone,0.5322896281800391,2.8820414408535687e-16,0,6.765373503990168e-16,4
TES Acetone,0.5342465753424657,1.0013027479523498e-17,0,3.568775478072446e-17,4
TES Acetone,0.5362035225048923,1.3069195886536221e-17,0,5.445735983139217e-17,4
TES Acetone,0.538160469667319,2.207093167000222e-17,0,8.94235071500702e-17,4
TES Acetone,0.5401174168297456,1.9466218220825246e-16,0,4.724021249442743e-16,4
TES Acetone,0.5420743639921721,3.729069863767448e-17,0,8.845401972294643e-17,4
TES Acetone,0.5440313111545988,4.953879229006848e-17,0,2.0719333878181393e-16,4
TES Acetone,0.5459882583170255,4.0924724700371055e-17,0,1.3058370259421518e-16,4
TES Acetone,0.547945205479452,6.19277133481036e-17,0,2.1997180546495499e-16,4
TES Acetone,0.5499021526418786,3.205642565215555e-17,0,1.0518310669447147e-16,4
TES Acetone,0.5518590998043053,2.771659680407927e-18,0,9.508814538431416e-18,4
TES Acetone,0.5538160469667319,5.670620234870652e-17,0,2.371706465000179e-16,4
TES Acetone,0.5557729941291585,5.180132842690162e-17,0,1.5626910948400607e-16,4
TES Acetone,0.557729941291585,4.5049069796626624e-17,0,1.7363615540995553e-16,4
TES Acetone,0.5596868884540117,8.847740995649942e-17,0,2.520878304038495e-16,4
TES Acetone,0.5616438356164384,1.5714841621754743e-16,0,3.400568079398922e-16,4
TES Acetone,0.5636007827788649,2.393319599105743e-16,0,6.226430546022346e-16,4
TES Acetone,0.5655577299412915,1.7059569695325366e-16,0,4.528332737491131e-16,4
TES Acetone,0.5675146771037182,1.9844784127029285e-17,0,6.981320535175247e-17,4
TES Acetone,0.5694716242661448,6.53851128723398e-17,0,2.381661118010762e-16,4
TES Acetone,0.5714285714285714,1.5960375803860041e-16,2.0605666003463385e-17,2.986018500737374e-16,4
TES Acetone,0.573385518590998,3.8353566916738197e-16,0,8.851710312056066e-16,4
TES Acetone,0.5753424657534246,8.917186938947523e-17,1.7842986758809567e-17,1.605007520201409e-16,4
TES Acetone,0.5772994129158513,4.55627440570957e-16,0,1.1595472568855095e-15,4
TES Acetone,0.5792563600782779,4.497881946319765e-16,0,1.124364778391149e-15,4
TES Acetone,0.5812133072407044,8.076183650870726e-16,1.9832764234283735e-16,1.416909087831308e-15,4
TES Acetone,0.5831702544031311,4.470114212745615e-16,1.0994017564142417e-16,7.840826669076988e-16,4
TES Acetone,0.5851272015655578,6.737370170654623e-16,0,1.5729594404267701e-15,4
TES Acetone,0.5870841487279843,7.797779513720163e-16,4.191900387450558e-16,1.1403658639989767e-15,4
TES Acetone,0.5890410958904109,7.99732264913068e-16,4.3089402441402293e-16,1.168570505412113e-15,4
TES Acetone,0.5909980430528375,7.125054043647658e-16,4.985040212657421e-16,9.265067874637894e-16,4
TES Acetone,0.5929549902152642,8.5097499529619665e-16,2.398470922358079e-16,1.4621028983565855e-15,4
TES Acetone,0.5949119373776908,9.371091000292868e-16,2.852777805706727e-16,1.5889404194879008e-15,4
TES Acetone,0.5968688845401173,9.179632458321814e-16,4.277715195887646e-16,1.4081549720755983e-15,4
TES Acetone,0.598825831702544,7.030812163771888e-16,3.017229186523428e-16,1.1044395141020348e-15,4
TES Acetone,0.6007827788649707,2.91496920543308e-16,0,6.178408455771138e-16,4
TES Acetone,0.6027397260273972,5.677881856808018e-16,2.2802421744990273e-16,9.075521539117008e-16,4
