gene_symbol,group,n_samples,n_mutations,datasets,samples,max_gt_AF
Krt82,Skin papilloma,1,1,WES,skin05-b7,0.067
Krt84,Morphologically normal,1,1,TES,skin21-d3-w19,0.011
Krt86,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.028
Krt90,HF SCC,1,1,TES,hairfollicle21-e3-w14,0.231
Krtap1-3,Morphologically normal,4,3,TES,hairfollicle21-d3-w8; hairfollicle21-g1-w17; skin21-c5-w19; skin21-f3-w19,0.174
Krtap1-3,HF papilloma,1,1,TES,hairfollicle21-d5-w17,0.182
Krtap1-3,HF SCC,1,1,TES,hairfollicle21-b6-w14,0.191
Krtap1-3,Skin SCC,1,1,TES,skin21-g4-w19,0.019
Krtap10-10,Morphologically normal,2,1,TES,hairfollicle21-g4-w8; skin21-g1-w19,0.334
Krtap10-4,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-c7-t2,0.124
Krtap13,Morphologically normal,1,1,WES,skin05-c7-t2,0.03
Krtap13,Skin papilloma,1,1,WES,skin04-c4-t2,0.021
Krtap16-1,Morphologically normal,1,1,WES,skin05-c7-t2,0.091
Krtap19-1,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; skin04-c6-t2,0.096
Krtap19-3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.032
Krtap19-3,Skin papilloma,1,1,WES,skin04-c5-t2,0.038
Krtap21-1,Morphologically normal,1,1,WES,skin05-c7-t2,0.047
Krtap21-1,Skin papilloma,1,1,WES,skin04-c5-t2,0.078
Krtap24-1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.034
Krtap4-1,Morphologically normal,2,3,TES,hairfollicle21-c5-w14; skin21-d1-w19,0.044
Krtap4-1,HF papilloma,1,2,TES,hairfollicle21-e2-w14,0.054
Krtap4-1,HF SCC,2,2,TES,hairfollicle21-e3-w17; hairfollicle21-g4-w17,0.231
Krtap4-13,Morphologically normal,5,6,TES; WES,hairfollicle05-c7-t2; hairfollicle21-f7-w14; hairfollicle21-f7-w19; hairfollicle21-g1-w14; hairfollicle21-g1-w17,0.452
Krtap4-16,Morphologically normal,12,9,TES; WES,hairfollicle05-b1-t3; hairfollicle05-c7-t2; hairfollicle21-b5-w8; hairfollicle21-d1-w8; hairfollicle21-f6-w17; hairfollicle21-f7-w19; skin21-b5-w19; skin21-c5-w19; skin21-c6-w19; skin21-d1-w19; skin21-d3-w19; skin21-d4-w19,0.178
Krtap4-16,HF papilloma,3,3,TES,hairfollicle21-e2-w8; hairfollicle21-f1-w14; hairfollicle21-f1-w8,0.209
Krtap4-16,HF SCC,10,11,TES,hairfollicle21-b6-w17; hairfollicle21-b6-w8; hairfollicle21-c7-w8; hairfollicle21-e3-w14; hairfollicle21-e3-w17; hairfollicle21-e4-w14; hairfollicle21-e4-w17; hairfollicle21-e4-w8; hairfollicle21-f3-w17; hairfollicle21-f3-w8,0.266
Krtap4-16,Skin papilloma,1,1,WES,skin04-c4-t2,0.019
Krtap4-16,Skin SCC,3,2,TES,skin21-b6-w19; skin21-g4-w19; skin21-pp-de-w19,0.018
Krtap4-2,HF SCC,1,1,TES,hairfollicle21-g4-w17,0.184
Krtap4-2,Skin papilloma,1,1,WES,skin04-c4-t2,0.019
Krtap4-2,Skin SCC,1,1,TES,skin21-pp-de-w19,0.014
Krtap4-6,Morphologically normal,11,9,TES,hairfollicle21-b5-w17; hairfollicle21-b5-w8; hairfollicle21-c1-w17; hairfollicle21-c2-w17; hairfollicle21-d1-w14; hairfollicle21-d1-w8; hairfollicle21-e5-w17; hairfollicle21-f4-w19; hairfollicle21-f6-w14; hairfollicle21-f6-w17; hairfollicle21-g3-w14,0.813
Krtap4-6,HF papilloma,5,6,TES,hairfollicle21-d2-w17; hairfollicle21-d2-w8; hairfollicle21-d5-w17; hairfollicle21-e1-w14; hairfollicle21-e1-w17,0.132
Krtap4-6,HF SCC,6,8,TES,hairfollicle21-b6-w8; hairfollicle21-b7-w8; hairfollicle21-e3-w14; hairfollicle21-e4-w14; hairfollicle21-f4-w8; hairfollicle21-g3-w17,0.703
Krtap4-7,Morphologically normal,5,6,TES,hairfollicle21-c5-w14; hairfollicle21-d4-w8; hairfollicle21-f2-w14; hairfollicle21-f2-w19; hairfollicle21-f7-w14,0.687
Krtap4-7,HF papilloma,3,3,TES,hairfollicle21-d2-w8; hairfollicle21-e2-w14; hairfollicle21-e2-w8,0.18
Krtap4-7,HF SCC,8,5,TES,hairfollicle21-b7-w8; hairfollicle21-c6-w8; hairfollicle21-c7-w8; hairfollicle21-e3-w14; hairfollicle21-e3-w17; hairfollicle21-e3-w8; hairfollicle21-e4-w8; hairfollicle21-g6-w19,0.909
Krtap4-8,Morphologically normal,3,2,TES,hairfollicle21-d1-w8; hairfollicle21-f5-w17; hairfollicle21-g1-w14,0.138
Krtap4-8,HF papilloma,2,2,TES; WES,hairfollicle04-c4-t3; hairfollicle21-e2-w8,0.16
Krtap4-9,Morphologically normal,12,16,TES,hairfollicle21-b5-w8; hairfollicle21-c2-w17; hairfollicle21-d1-w8; hairfollicle21-d4-w8; hairfollicle21-f4-w19; hairfollicle21-f6-w8; hairfollicle21-g1-w14; hairfollicle21-g1-w17; hairfollicle21-g1-w8; hairfollicle21-g2-w19; hairfollicle21-g4-w8; hairfollicle21-g5-w17,0.378
Krtap4-9,HF papilloma,3,3,TES; WES,hairfollicle04-c4-t3; hairfollicle21-d2-w8; hairfollicle21-e1-w17,0.12
Krtap4-9,HF SCC,6,7,TES,hairfollicle21-b6-w14; hairfollicle21-b6-w17; hairfollicle21-c7-w17; hairfollicle21-e3-w8; hairfollicle21-e4-w14; hairfollicle21-g3-w17,0.274
Krtap5-2,Morphologically normal,3,4,WES,skin05-b1-t2; skin05-b5-t2; skin05-e5-t2,0.039
Krtap5-2,Skin papilloma,3,3,WES,skin04-c2-t2; skin04-c4-t2; skin04-c5-t2,0.033
Krtap5-3,Skin papilloma,1,1,WES,skin04-c4-t2,0.028
Krtap5-5,Skin papilloma,1,1,WES,skin04-c5-t2,0.026
Krtap9-1,Morphologically normal,4,4,TES,hairfollicle21-c5-w14; hairfollicle21-f6-w8; hairfollicle21-g1-w17; skin21-b5-w19,0.231
Krtap9-1,HF SCC,1,1,TES,hairfollicle21-b6-w8,0.103
Krtap9-1,Skin SCC,1,1,TES,skin21-b7-w19,0.029
Krtap9-3,Skin papilloma,1,1,WES,skin04-c4-t2,0.077
Krtap9-5,Morphologically normal,5,5,TES,hairfollicle21-c5-w14; hairfollicle21-d4-w8; hairfollicle21-g1-w17; skin21-d1-w19; skin21-d3-w19,0.25
Krtap9-5,HF papilloma,4,3,TES; WES,hairfollicle04-c2-t3; hairfollicle21-e2-w14; hairfollicle21-e2-w8; hairfollicle21-f1-w14,0.121
Krtap9-5,HF SCC,3,2,TES,hairfollicle21-e3-w14; hairfollicle21-e4-w8; hairfollicle21-f3-w8,0.308
Krtap9-5,Skin papilloma,1,1,TES,skin21-f1-w19,0.077
Krtap9-5,Skin SCC,1,1,TES,skin21-g4-w19,0.028
Ksr1,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.106
Ksr2,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.065
Ky,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-e5-t3,0.11
L3mbtl2,Skin papilloma,1,1,WES,skin04-c4-t2,0.056
L3mbtl3,Morphologically normal,1,1,WES,skin05-c7-t2,0.077
Lama1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.076
Lama2,Morphologically normal,2,3,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.23
Lama3,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-e5-t3,0.025
Lama3,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.055
Lama4,Morphologically normal,3,3,WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.129
Lama5,Morphologically normal,1,1,WES,skin05-e5-t2,0.058
Lamb1,Morphologically normal,1,2,WES,hairfollicle05-c7-t2,0.141
Lamb1,Skin papilloma,1,1,WES,skin04-c5-t2,0.034
Lamb2,Morphologically normal,1,1,WES,skin05-c7-t2,0.075
Lamc3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.086
Lamp2,Morphologically normal,1,1,WES,skin05-e5-t2,0.097
Lancl3,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.133
Laptm5,Skin papilloma,1,1,WES,skin05-b7,0.052
Large1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.071
Larp4,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.167
Larp4b,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.059
Las1l,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; hairfollicle05-c7-t2,0.231
Lat,Skin papilloma,1,1,WES,skin05-b7,0.1
Lats1,Skin papilloma,2,2,WES,skin04-c2-t2; skin04-c5-t2,0.051
Lax1,Morphologically normal,3,3,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3; skin05-c6,0.083
Lbhd2,Morphologically normal,1,1,WES,skin04-c6-t2,0.048
Lbp,Skin papilloma,1,1,WES,skin04-c2-t2,0.042
Lce1c,Skin papilloma,1,1,WES,skin04-c5-t2,0.091
Lce1i,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.076
Lce6a,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.1
Lcmt2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.022
Lcn10,Morphologically normal,1,1,WES,skin05-b1-t2,0.04
Lct,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.143
Ldb1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.133
Ldb3,Morphologically normal,1,1,WES,skin05-e5-t2,0.054
Ldc1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.054
Ldc1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.045
Ldhb,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.029
Ldhb,Skin papilloma,1,1,WES,skin04-c4-t2,0.013
Ldhc,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.091
Ldlr,Skin papilloma,1,1,WES,skin04-c2-t2,0.053
Ldlrad1,Morphologically normal,1,1,WES,skin04-c6-t2,0.063
Lfng,Morphologically normal,1,1,WES,skin05-c7-t2,0.049
Lgi3,Morphologically normal,1,1,WES,skin05-e5-t2,0.091
Lgr6,Skin papilloma,1,1,WES,skin04-c5-t2,0.1
Lhcgr,Morphologically normal,1,1,WES,skin05-e5-t2,0.052
Lhx2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.075
Lhx9,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.125
Lilra6,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.035
Lilrb4a,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.056
Lilrb4a,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.018
Lim2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.025
Limk1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.023
Lin28b,Morphologically normal,1,1,WES,skin04-c6-t2,0.042
Lin54,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.114
Lingo3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.034
Lins1,Skin papilloma,1,1,WES,skin04-c5-t2,0.071
Lipa,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.136
Lipc,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.078
Lipe,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.033
Lipn,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.059
Lkaaear1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.055
Lmbr1l,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.024
Lmbrd1,Skin papilloma,1,1,WES,skin04-c4-t2,0.063
Lmf1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.088
Lmf1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.027
Lmnb1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.468
Lmntd2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.088
Lmod1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.057
Lmtk2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.041
Lmtk2,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.069
Lmtk3,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.111
Lmx1a,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.047
Lmx1a,Skin papilloma,1,1,WES,skin04-c5-t2,0.028
Lonrf2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.073
Lonrf3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.045
Lonrf3,Skin papilloma,1,1,WES,skin04-c5-t2,0.029
Lox,Skin papilloma,1,1,WES,skin04-c5-t2,0.037
Loxhd1,Morphologically normal,2,2,TES; WES,hairfollicle21-g1-w8; skin05-e5-t2,0.364
Loxhd1,HF papilloma,2,2,WES,hairfollicle04-c4-t3; hairfollicle04-c5-t3,0.058
Loxhd1,HF SCC,3,3,TES,hairfollicle21-c6-w14; hairfollicle21-e4-w14; hairfollicle21-f4-w17,0.044
Lpcat1,Skin papilloma,1,1,WES,skin04-c2-t2,0.053
Lpcat4,Morphologically normal,1,1,WES,skin05-c7-t2,0.032
Lpgat1,Morphologically normal,1,1,WES,skin04-c6-t2,0.053
Lpin2,Morphologically normal,1,1,WES,skin05-a6,0.09
Lpin2,Skin papilloma,1,1,WES,skin04-c4-t2,0.045
Lpin3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.067
Lpin3,Skin papilloma,1,1,WES,skin04-c2-t2,0.063
Lpl,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.118
Lpo,Skin papilloma,1,1,WES,skin04-c4-t2,0.077
Lpxn,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.202
Lrba,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.024
Lrch1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.03
Lrch2,Skin papilloma,1,1,WES,skin04-c5-t2,0.063
Lrfn5,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.088
Lrg1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.136
Lrig1,Skin papilloma,2,2,WES,skin04-c2-t2; skin04-c4-t2,0.081
Lrig3,Skin papilloma,1,1,WES,skin04-c4-t2,0.053
Lrit1,Morphologically normal,1,1,WES,skin04-c6-t2,0.071
Lrit2,Skin papilloma,1,1,WES,skin04-c2-t2,0.091
Lrp1,Morphologically normal,2,2,TES; WES,hairfollicle21-b5-w8; skin05-e5-t2,0.273
Lrp1,HF papilloma,1,2,WES,hairfollicle04-c5-t3,0.052
Lrp1,HF SCC,4,5,TES,hairfollicle21-b7-w8; hairfollicle21-c6-w14; hairfollicle21-c7-w14; hairfollicle21-e3-w14,0.983
Lrp10,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.1
Lrp11,Morphologically normal,1,1,WES,skin04-c6-t2,0.035
Lrp12,Morphologically normal,1,1,WES,skin04-c6-t2,0.036
Lrp1b,Morphologically normal,4,4,TES; WES,hairfollicle05-c7-t2; hairfollicle21-b5-w17; hairfollicle21-c5-w17; hairfollicle21-d1-w8,0.444
Lrp1b,HF SCC,1,1,TES,hairfollicle21-f4-w17,0.048
Lrp1b,Skin papilloma,1,1,WES,skin04-c5-t2,0.075
Lrp2,Morphologically normal,3,3,WES,hairfollicle04-c6-t3; hairfollicle05-c7-t2; skin04-c6-t2,0.107
Lrp2,HF papilloma,4,4,TES; WES,hairfollicle04-c2-t3; hairfollicle04-c4-t3; hairfollicle21-d2-w8; hairfollicle21-e1-w14,0.417
Lrp4,Morphologically normal,1,1,WES,skin05-c7-t2,0.024
Lrp5,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; skin04-c6-t2,0.088
Lrp6,Morphologically normal,1,1,WES,skin05-b5-t2,0.077
Lrp8,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.061
Lrpap1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.068
Lrpprc,Skin papilloma,1,1,WES,skin04-c5-t2,0.097
Lrrc14b,Morphologically normal,1,1,WES,skin04-c6-t2,0.047
Lrrc26,Skin papilloma,1,1,WES,skin04-c5-t2,0.04
Lrrc28,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.035
Lrrc3,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-c7-t2,0.094
Lrrc31,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.103
Lrrc32,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.421
Lrrc37a,Morphologically normal,5,4,WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2; hairfollicle05-e5-t3; skin05-b5-t2; skin05-c7-t2,0.115
Lrrc37a,Skin papilloma,1,1,WES,skin04-c4-t2,0.016
Lrrc40,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.12
Lrrc45,Morphologically normal,1,2,WES,hairfollicle05-c7-t2,0.107
Lrrc49,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.045
Lrrc55,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.036
Lrrc56,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.024
Lrrc6,Skin papilloma,1,1,WES,skin04-c5-t2,0.034
Lrrc66,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3,0.16
Lrrc71,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.046
Lrrc74a,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.037
Lrriq1,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.093
Lrriq1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.034
Lrriq4,Morphologically normal,1,1,WES,skin04-c6-t2,0.071
Lrrn2,Morphologically normal,1,1,WES,skin04-c6-t2,0.097
Lrrtm3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.13
Lrwd1,Skin papilloma,1,1,WES,skin04-c4-t2,0.091
Lsamp,Skin papilloma,1,1,WES,skin04-c5-t2,0.038
Lsg1,Skin papilloma,1,1,WES,skin04-c5-t2,0.037
Lsm14b,Skin papilloma,1,1,WES,skin04-c5-t2,0.045
Lss,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.125
Lta4h,Morphologically normal,1,1,WES,skin04-c6-t2,0.071
Ltb,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.023
Ltbp4,Skin papilloma,1,1,WES,skin04-c2-t2,0.063
Ltf,Morphologically normal,1,1,TES,hairfollicle21-c1-w17,0.052
Ltf,HF SCC,2,2,TES,hairfollicle21-b6-w14; hairfollicle21-b7-w8,0.444
Ltn1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.038
Ltv1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.175
Ltv1,Skin papilloma,1,1,WES,skin04-c5-t2,0.071
Luc7l2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.031
Lvrn,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Ly6c2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.064
Ly6d,Skin papilloma,1,1,WES,skin04-c5-t2,0.023
Ly6g5b,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.045
Ly9,Skin papilloma,1,1,WES,skin04-c5-t2,0.022
Lyg1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.12
Lyrm1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Lyrm7,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.267
Lyst,Morphologically normal,1,1,WES,skin05-b1-t2,0.055
Lyst,Skin papilloma,1,2,WES,skin04-c5-t2,0.048
Lyzl1,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-b1-t3,0.103
Lyzl1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.02
Lzts2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.031
Lzts2,Skin papilloma,1,1,WES,skin04-c5-t2,0.056
Maats1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Mab21l1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.068
Mab21l2,Morphologically normal,1,1,WES,skin05-b1-t2,0.029
Mab21l3,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.13
Mab21l4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.103
Macf1,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.03
Macf1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.027
Maco1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.124
Macrod2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.093
Macroh2a2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Mad1l1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.038
Maf1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.056
Magea2,Skin papilloma,1,1,WES,skin04-c5-t2,0.091
Magea6,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.055
Magea6,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.028
Mageb16,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.098
Mageb4,Morphologically normal,3,2,WES,skin04-c6-t2; skin05-b1-t2; skin05-c7-t2,0.028
Mageb4,HF papilloma,3,2,WES,hairfollicle04-c2-t3; hairfollicle04-c4-t3; hairfollicle04-c5-t3,0.042
Mageb4,Skin papilloma,1,1,WES,skin04-c5-t2,0.023
Maged2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.079
Magee1,Morphologically normal,1,1,WES,skin04-c6-t2,0.045
Magee2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.076
Magel2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.055
Magi1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.13
Magi2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.094
Magt1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.053
Malt1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.054
Mamdc2,Morphologically normal,1,2,WES,skin04-c6-t2,0.065
Mamdc4,Morphologically normal,1,1,WES,skin04-c6-t2,0.056
Maml1,Morphologically normal,1,1,TES,hairfollicle21-c5-w14,0.053
Maml2,Morphologically normal,1,1,TES,hairfollicle21-f6-w14,0.2
Maml3,Morphologically normal,1,1,TES,hairfollicle21-d1-w8,0.385
Mamld1,Morphologically normal,1,2,WES,skin04-c6-t2,0.043
Mamld1,Skin SCC,1,1,TES,skin21-b6-w19,0.012
Man2a1,Morphologically normal,1,1,WES,skin05-e5-t2,0.07
Man2b1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.071
Man2c1,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; skin05-b1-t2,0.105
Map1b,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.101
Map2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.09
Map2k5,Skin papilloma,1,1,WES,skin04-c5-t2,0.091
Map2k6,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.03
Map3k10,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.061
Map3k14,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.199
Map3k4,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.022
Map3k4,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.06
Map3k6,Morphologically normal,1,1,WES,skin05-b1-t2,0.05
Map3k7cl,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.057
Map3k8,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.115
Map4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.063
Map4k1,Skin papilloma,1,1,WES,skin04-c2-t2,0.029
Map4k2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.102
Map4k3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.05
Map6,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; skin04-c6-t2,0.1
Map7,Skin papilloma,1,1,WES,skin04-c5-t2,0.097
Map7d2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.125
Mapk10,Skin papilloma,1,1,WES,skin04-c5-t2,0.075
Mapk13,Morphologically normal,1,1,WES,skin05-b5-t2,0.054
Mapk3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Mapk6,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.094
Mapk8ip2,Skin papilloma,1,1,WES,skin04-c4-t2,0.084
Mapk8ip3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.021
Mapk9,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.15
Mapkap1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.08
Mapkapk3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.066
Mapkbp1,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2,0.063
Mapre2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.088
Mapt,Morphologically normal,1,2,WES,hairfollicle05-b1-t3,0.105
Marchf1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.156
Marchf10,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.059
Marchf4,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.02
Marchf6,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.031
Marchf6,Skin papilloma,1,1,WES,skin04-c2-t2,0.047
Marchf8,Morphologically normal,2,2,WES,hairfollicle05-e5-t3; skin04-c6-t2,0.067
Marco,Morphologically normal,1,1,WES,skin05-c7-t2,0.047
Marf1,Morphologically normal,1,1,WES,skin04-c6-t2,0.061
Mark2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.167
Mark4,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.057
Mars1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.017
Mars1,Skin papilloma,1,1,WES,skin04-c2-t2,0.071
Marveld2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.04
Mast2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.029
Mast4,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.083
Mastl,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.111
Matn1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.041
Mau2,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.034
Mau2,Skin papilloma,1,1,WES,skin04-c5-t2,0.03
Mb,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.021
Mb21d2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.1
Mbd3,Morphologically normal,1,1,WES,skin04-c6-t2,0.03
Mbd3,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.037
Mbd5,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.033
Mbd5,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.046
Mbd5,Skin papilloma,1,1,WES,skin04-c4-t2,0.091
Mbd6,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.133
